"DATE","WEEKDAY","HOLIDAY","MONTHYEAR","YEAR","MONTH","DAYMONTH","WEEKEND","AWND","PRCP","PRCP_LVL","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08","WT09","BIKE","TAXI","GREEN","TRAFFIC","ACCIDENTS"
"2014-04-26","Saturday",FALSE,"2014-04",2014,"April","04-26",TRUE,16.9,18,"Moderate",0,0,11.1,19.4,7.8,350,330,35.2,41.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19899,540090,60442,NA,548
"2014-04-27","Sunday",FALSE,"2014-04",2014,"April","04-27",TRUE,22.3,0,"None",0,0,11.1,16.1,7.8,340,320,37,50.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21926,473210,48392,NA,449
"2014-04-28","Monday",FALSE,"2014-04",2014,"April","04-28",FALSE,16.6,0,"None",0,0,12.2,18.9,7.2,200,200,35.2,40.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28557,436246,34824,NA,597
"2014-04-29","Tuesday",FALSE,"2014-04",2014,"April","04-29",FALSE,32,1,"Slight",0,0,9.4,10.6,6.7,100,100,50.1,62.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18404,483147,39995,NA,555
"2014-04-30","Wednesday",FALSE,"2014-04",2014,"April","04-30",FALSE,30.6,119,"Heavy",0,0,7.2,13.3,5.6,100,100,50.1,62.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2867,497569,47755,NA,651
"2014-05-01","Thursday",FALSE,"2014-05",2014,"May","05-01",FALSE,21.2,6,"Slight",0,0,13.9,21.7,11.7,180,170,37,48.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26762,492691,44181,NA,650
"2014-05-02","Friday",FALSE,"2014-05",2014,"May","05-02",FALSE,18.4,0,"None",0,0,16.1,20.6,11.1,250,260,38.5,45.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32377,516985,54523,NA,698
"2014-05-03","Saturday",FALSE,"2014-05",2014,"May","05-03",TRUE,16.2,0,"None",0,0,15,18.9,9.4,180,190,37,45.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25501,544063,62233,NA,590
"2014-05-04","Sunday",FALSE,"2014-05",2014,"May","05-04",TRUE,29.9,0,"None",0,0,14.4,18.9,11.7,310,290,51.5,71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21277,475789,48157,NA,451
"2014-05-05","Monday",FALSE,"2014-05",2014,"May","05-05",FALSE,26.6,0,"None",0,0,15,20.6,10,310,310,53.3,69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30288,461342,36845,NA,618
"2014-05-06","Tuesday",FALSE,"2014-05",2014,"May","05-06",FALSE,16.9,0,"None",0,0,15.6,20.6,10,330,330,35.2,46.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32233,483245,37849,NA,565
"2014-05-07","Wednesday",FALSE,"2014-05",2014,"May","05-07",FALSE,15.5,0,"None",0,0,14.4,17.8,10,200,190,32,37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32882,484552,39618,NA,603
"2014-05-08","Thursday",FALSE,"2014-05",2014,"May","05-08",FALSE,7.9,10,"Slight",0,0,12.8,14.4,10.6,170,90,19.5,25.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17619,508104,43893,NA,596
"2014-05-09","Friday",FALSE,"2014-05",2014,"May","05-09",FALSE,14,1,"Slight",0,0,14.4,17.2,13.3,120,120,24.1,29.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22641,523936,51142,NA,584
"2014-05-10","Saturday",FALSE,"2014-05",2014,"May","05-10",TRUE,14.4,20,"Moderate",0,0,17.2,25,12.2,290,290,51.5,62.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21832,527537,58686,NA,549
"2014-05-11","Sunday",FALSE,"2014-05",2014,"May","05-11",TRUE,15.1,1,"Slight",0,0,20.6,26.1,16.1,190,190,33.8,38.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28326,454120,51600,NA,584
"2014-05-12","Monday",FALSE,"2014-05",2014,"May","05-12",FALSE,13.7,0,"None",0,0,18.9,24.4,13.3,190,190,35.2,46.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31644,437492,36439,NA,581
"2014-05-13","Tuesday",FALSE,"2014-05",2014,"May","05-13",FALSE,18.7,0,"None",0,0,17.8,21.1,10.6,100,100,37,46.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32847,473044,38013,NA,560
"2014-05-14","Wednesday",FALSE,"2014-05",2014,"May","05-14",FALSE,12.2,0,"None",0,0,13.3,17.8,10,100,100,22.7,25.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30044,466666,40955,NA,636
"2014-05-15","Thursday",FALSE,"2014-05",2014,"May","05-15",FALSE,24.1,4,"Slight",0,0,17.2,21.7,15.6,150,150,38.5,48.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26057,495003,43662,NA,659
"2014-05-16","Friday",FALSE,"2014-05",2014,"May","05-16",FALSE,33.1,32,"Moderate",0,0,17.8,18.9,15.6,150,150,53.3,71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17784,515834,53685,NA,700
"2014-05-17","Saturday",FALSE,"2014-05",2014,"May","05-17",TRUE,16.9,0,"None",0,0,16.7,21.1,12.8,240,230,35.2,41.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29912,506831,57485,NA,619
"2014-05-18","Sunday",FALSE,"2014-05",2014,"May","05-18",TRUE,16.6,0,"None",0,0,16.1,20.6,11.1,330,330,32,41.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27436,473932,49635,NA,507
"2014-05-19","Monday",FALSE,"2014-05",2014,"May","05-19",FALSE,18,0,"None",0,0,16.7,23.3,10,310,320,41.7,59.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31692,452923,36476,NA,572
"2014-05-20","Tuesday",FALSE,"2014-05",2014,"May","05-20",FALSE,17.3,0,"None",0,0,18.9,26.1,12.8,190,350,35.2,48.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35567,472199,37218,NA,650
"2014-05-21","Wednesday",FALSE,"2014-05",2014,"May","05-21",FALSE,12.6,0,"None",0,0,20.6,23.9,15.6,190,260,22.7,27.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34420,483979,40111,NA,575
"2014-05-22","Thursday",FALSE,"2014-05",2014,"May","05-22",FALSE,11.2,8,"Slight",0,0,15.6,16.7,14.4,90,100,24.1,27.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24535,489262,43652,NA,593
"2014-05-23","Friday",FALSE,"2014-05",2014,"May","05-23",FALSE,10.4,8,"Slight",0,0,16.7,20.6,13.9,320,320,32,38.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24484,495859,52898,NA,660
"2014-05-24","Saturday",FALSE,"2014-05",2014,"May","05-24",TRUE,13.3,1,"Slight",0,0,16.1,21.1,13.9,330,10,25.9,37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16798,413311,52690,NA,486
"2014-05-25","Sunday",FALSE,"2014-05",2014,"May","05-25",TRUE,14.8,0,"None",0,0,18.3,25.6,13.3,190,190,33.8,38.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25637,378073,46302,NA,472
"2014-05-26","Monday",TRUE,"2014-05",2014,"May","05-26",FALSE,20.2,0,"None",0,0,21.7,29.4,15.6,230,240,37,41.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26930,336173,36009,NA,433
"2014-05-27","Tuesday",FALSE,"2014-05",2014,"May","05-27",FALSE,15.1,0,"None",0,0,23.9,28.9,17.8,270,270,35.2,48.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32936,432969,34970,NA,645
"2014-05-28","Wednesday",FALSE,"2014-05",2014,"May","05-28",FALSE,18.4,0,"None",0,0,17.2,19.4,11.7,50,40,32,40.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29690,472420,39323,NA,538
"2014-05-29","Thursday",FALSE,"2014-05",2014,"May","05-29",FALSE,13,0,"None",0,0,13.3,16.7,11.1,150,50,24.1,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33889,489739,42221,NA,663
"2014-05-30","Friday",FALSE,"2014-05",2014,"May","05-30",FALSE,11.9,1,"Slight",0,0,16.1,21.1,11.7,190,190,32,37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34343,503977,51106,NA,650
"2014-05-31","Saturday",FALSE,"2014-05",2014,"May","05-31",TRUE,17.6,0,"None",0,0,17.2,22.2,12.8,360,340,41.7,51.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27734,511991,59926,NA,587
"2014-06-01","Sunday",FALSE,"2014-06",2014,"June","06-01",TRUE,13.3,0,"None",0,0,17.8,23.9,12.2,190,200,22.7,25.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31333,435163,48404,NA,604
"2014-06-02","Monday",FALSE,"2014-06",2014,"June","06-02",FALSE,16.6,0,"None",0,0,18.9,23.3,13.9,180,180,35.2,41.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34519,428122,35308,NA,643
"2014-06-03","Tuesday",FALSE,"2014-06",2014,"June","06-03",FALSE,12.2,0,"None",0,0,20.6,26.7,16.7,180,160,25.9,27.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29501,462670,39451,NA,663
"2014-06-04","Wednesday",FALSE,"2014-06",2014,"June","06-04",FALSE,11.9,0,"None",0,0,20.6,27.8,17.2,190,NA,20.9,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36068,482348,40927,NA,582
"2014-06-05","Thursday",FALSE,"2014-06",2014,"June","06-05",FALSE,19.8,13,"Moderate",0,0,19.4,25,16.7,30,40,37,50.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24619,501694,43049,NA,569
"2014-06-06","Friday",FALSE,"2014-06",2014,"June","06-06",FALSE,20.9,0,"None",0,0,21.1,26.1,17.2,320,340,33.8,35.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37719,495170,50037,NA,743
"2014-06-07","Saturday",FALSE,"2014-06",2014,"June","06-07",TRUE,13.3,0,"None",0,0,22.2,26.7,16.1,340,NA,25.9,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31204,504156,58886,NA,623
"2014-06-08","Sunday",FALSE,"2014-06",2014,"June","06-08",TRUE,10.1,0,"None",0,0,22.2,29.4,16.1,180,180,27.4,27.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30162,434856,49373,NA,516
"2014-06-09","Monday",FALSE,"2014-06",2014,"June","06-09",FALSE,9.7,24,"Moderate",0,0,19.4,20,17.2,130,130,22.7,29.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18611,440162,36933,NA,528
"2014-06-10","Tuesday",FALSE,"2014-06",2014,"June","06-10",FALSE,7.9,0,"None",0,0,21.1,25.6,19.4,100,20,19.5,37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33435,463614,36966,NA,569
"2014-06-11","Wednesday",FALSE,"2014-06",2014,"June","06-11",FALSE,19.4,0,"None",0,0,20,21.1,16.1,100,100,32,40.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30548,477219,40021,NA,576
"2014-06-12","Thursday",FALSE,"2014-06",2014,"June","06-12",FALSE,16.9,0,"None",0,0,18.9,24.4,16.1,120,110,33.8,40.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29084,498857,44133,NA,563
"2014-06-13","Friday",FALSE,"2014-06",2014,"June","06-13",FALSE,12.2,25,"Moderate",0,0,21.1,27.2,19.4,260,260,33.8,45.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18308,496516,52473,NA,708
"2014-06-14","Saturday",FALSE,"2014-06",2014,"June","06-14",TRUE,20.2,0,"None",0,0,21.7,26.1,16.7,330,310,45.1,56.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28417,487611,58733,NA,612
"2014-06-15","Sunday",FALSE,"2014-06",2014,"June","06-15",TRUE,18.7,0,"None",0,0,20.6,27.8,15.6,330,330,35.2,41.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28382,414417,49397,NA,475
"2014-06-16","Monday",FALSE,"2014-06",2014,"June","06-16",FALSE,12.2,0,"None",0,0,22.2,25,17.8,170,170,22.7,27.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34932,423175,36447,NA,622
"2014-06-17","Tuesday",FALSE,"2014-06",2014,"June","06-17",FALSE,13,0,"None",0,0,22.8,27.8,20,180,180,29.1,35.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35097,449368,37818,NA,666
"2014-06-18","Wednesday",FALSE,"2014-06",2014,"June","06-18",FALSE,19.1,0,"None",0,0,27.8,32.8,23.3,300,300,45.1,57.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35531,472667,40022,NA,663
"2014-06-19","Thursday",FALSE,"2014-06",2014,"June","06-19",FALSE,13.3,1,"Slight",0,0,23.9,24.4,20.6,360,10,37,41.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31724,487104,43460,NA,675
"2014-06-20","Friday",FALSE,"2014-06",2014,"June","06-20",FALSE,17.6,0,"None",0,0,23.3,28.3,18.3,340,350,29.1,38.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34405,485548,49611,NA,765
"2014-06-21","Saturday",FALSE,"2014-06",2014,"June","06-21",TRUE,13.3,0,"None",0,0,21.7,23.9,16.7,30,30,24.1,29.1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30288,473409,56067,NA,557
"2014-06-22","Sunday",FALSE,"2014-06",2014,"June","06-22",TRUE,9.7,0,"None",0,0,20.6,25,16.1,160,150,22.7,27.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29417,430757,47441,NA,477
"2014-06-23","Monday",FALSE,"2014-06",2014,"June","06-23",FALSE,13.7,0,"None",0,0,21.7,27.2,16.7,170,170,32,35.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32580,413205,35597,NA,644
"2014-06-24","Tuesday",FALSE,"2014-06",2014,"June","06-24",FALSE,23,0,"None",0,0,21.7,26.1,18.3,170,180,46.8,53.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35897,441878,36333,NA,632
"2014-06-25","Wednesday",FALSE,"2014-06",2014,"June","06-25",FALSE,20.2,2,"Slight",0,0,22.8,28.3,20,170,180,38.5,50.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34340,468089,41042,NA,646
"2014-06-26","Thursday",FALSE,"2014-06",2014,"June","06-26",FALSE,13.7,1,"Slight",0,0,25.6,31.7,21.1,90,30,29.1,38.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34846,486884,43800,NA,670
"2014-06-27","Friday",FALSE,"2014-06",2014,"June","06-27",FALSE,12.6,0,"None",0,0,23.3,26.1,18.3,90,90,27.4,35.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35823,474158,48179,24.23,660
"2014-06-28","Saturday",FALSE,"2014-06",2014,"June","06-28",TRUE,13.7,0,"None",0,0,23.3,30,18.9,140,180,25.9,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28507,472015,56709,NA,611
"2014-06-29","Sunday",FALSE,"2014-06",2014,"June","06-29",TRUE,14.8,0,"None",0,0,22.8,26.1,18.3,170,250,32,41.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27986,402696,46128,NA,537
"2014-06-30","Monday",FALSE,"2014-06",2014,"June","06-30",FALSE,20.9,0,"None",0,0,22.8,26.7,19.4,180,170,38.5,46.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33597,409501,35014,NA,609
"2014-07-01","Tuesday",FALSE,"2014-07",2014,"July","07-01",FALSE,24.1,0,"None",0,0,24.4,28.9,21.7,180,180,48.3,61.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34854,445743,38222,NA,616
"2014-07-02","Wednesday",FALSE,"2014-07",2014,"July","07-02",FALSE,19.1,13,"Moderate",0,0,25,29.4,21.7,180,180,48.3,59.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26582,439423,42524,NA,658
"2014-07-03","Thursday",FALSE,"2014-07",2014,"July","07-03",FALSE,14,9,"Slight",0,0,25,29.4,21.7,190,190,45.1,56.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27587,417460,46097,NA,740
"2014-07-04","Friday",TRUE,"2014-07",2014,"July","07-04",FALSE,24.1,8,"Slight",0,0,22.2,24.4,18.9,360,360,50.1,65.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13612,309652,41591,NA,360
"2014-07-05","Saturday",FALSE,"2014-07",2014,"July","07-05",TRUE,22,0,"None",0,0,22.8,28.9,18.3,310,300,40.4,50.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22913,308304,46927,NA,505
"2014-07-06","Sunday",FALSE,"2014-07",2014,"July","07-06",TRUE,20.5,0,"None",0,0,23.9,28.3,18.9,190,190,37,46.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23822,313544,40403,NA,451
"2014-07-07","Monday",FALSE,"2014-07",2014,"July","07-07",FALSE,19.8,0,"None",0,0,24.4,28.3,21.1,190,190,33.8,40.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31863,378451,34163,NA,614
"2014-07-08","Tuesday",FALSE,"2014-07",2014,"July","07-08",FALSE,23.4,0,"None",0,0,26.1,31.1,22.2,240,230,51.5,72.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32713,434856,35807,NA,594
"2014-07-09","Wednesday",FALSE,"2014-07",2014,"July","07-09",FALSE,18.7,0,"None",0,0,24.4,28.9,21.7,190,190,35.2,45.1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,34426,448579,36545,NA,569
"2014-07-10","Thursday",FALSE,"2014-07",2014,"July","07-10",FALSE,10.1,1,"Slight",0,0,24.4,29.4,21.7,40,20,24.1,29.1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,36288,456003,39110,NA,584
"2014-07-11","Friday",FALSE,"2014-07",2014,"July","07-11",FALSE,11.5,0,"None",0,0,24.4,29.4,19.4,30,40,24.1,35.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35000,458597,45439,NA,641
"2014-07-12","Saturday",FALSE,"2014-07",2014,"July","07-12",TRUE,15.5,0,"None",0,0,22.8,27.8,18.9,180,170,32,40.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28718,447090,54446,NA,550
"2014-07-13","Sunday",FALSE,"2014-07",2014,"July","07-13",TRUE,25.9,2,"Slight",0,0,22.8,26.7,20.6,180,190,46.8,59.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24869,410483,46126,NA,439
"2014-07-14","Monday",FALSE,"2014-07",2014,"July","07-14",FALSE,10.8,47,"Heavy",0,0,24.4,28.3,21.1,170,160,33.8,40.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25825,416403,37208,NA,566
"2014-07-15","Tuesday",FALSE,"2014-07",2014,"July","07-15",FALSE,11.2,26,"Moderate",0,0,23.3,27.8,20.6,200,200,27.4,35.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22963,436616,38316,NA,587
"2014-07-16","Wednesday",FALSE,"2014-07",2014,"July","07-16",FALSE,13.7,0,"None",0,0,23.3,28.3,21.1,350,330,29.1,37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35391,449192,36498,NA,551
"2014-07-17","Thursday",FALSE,"2014-07",2014,"July","07-17",FALSE,14.4,0,"None",0,0,23.9,27.8,19.4,190,200,24.1,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38619,457123,39778,NA,587
"2014-07-18","Friday",FALSE,"2014-07",2014,"July","07-18",FALSE,10.8,0,"None",0,0,23.3,28.9,18.3,330,320,25.9,38.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36105,460247,46195,NA,624
"2014-07-19","Saturday",FALSE,"2014-07",2014,"July","07-19",TRUE,10.8,0,"None",0,0,22.8,26.1,20,360,340,24.1,40.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29291,445222,52743,NA,480
"2014-07-20","Sunday",FALSE,"2014-07",2014,"July","07-20",TRUE,14,0,"None",0,0,22.2,25.6,20,120,120,32,37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30296,398703,45403,NA,451
"2014-07-21","Monday",FALSE,"2014-07",2014,"July","07-21",FALSE,10.8,0,"None",0,0,22.8,28.3,18.3,170,70,22.7,35.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35670,399110,33091,NA,557
"2014-07-22","Tuesday",FALSE,"2014-07",2014,"July","07-22",FALSE,20.2,0,"None",0,0,23.9,28.9,20,320,320,40.4,53.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36886,447126,35244,NA,587
"2014-07-23","Wednesday",FALSE,"2014-07",2014,"July","07-23",FALSE,21.6,1,"Slight",0,0,25,28.3,21.7,190,190,45.1,56.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,34173,466725,38895,NA,591
"2014-07-24","Thursday",FALSE,"2014-07",2014,"July","07-24",FALSE,16.9,0,"None",0,0,25.6,28.3,22.2,350,360,32,41.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36693,461698,38746,NA,539
"2014-07-25","Friday",FALSE,"2014-07",2014,"July","07-25",FALSE,16.2,0,"None",0,0,23.9,28.3,19.4,170,10,25.9,33.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36384,461493,44485,NA,653
"2014-07-26","Saturday",FALSE,"2014-07",2014,"July","07-26",TRUE,16.2,2,"Slight",0,0,23.3,27.2,20.6,190,180,29.1,37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27179,448388,53060,NA,534
"2014-07-27","Sunday",FALSE,"2014-07",2014,"July","07-27",TRUE,19.1,0,"None",0,0,24.4,28.9,21.7,190,190,35.2,40.4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,27004,403948,46253,NA,476
"2014-07-28","Monday",FALSE,"2014-07",2014,"July","07-28",FALSE,25.9,13,"Moderate",0,0,25.6,28.9,20.6,170,170,50.1,62.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33189,368733,29222,NA,595
"2014-07-29","Tuesday",FALSE,"2014-07",2014,"July","07-29",FALSE,16.9,0,"None",0,0,22.2,26.1,17.8,320,310,33.8,45.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37092,422448,32981,NA,526
"2014-07-30","Wednesday",FALSE,"2014-07",2014,"July","07-30",FALSE,14.8,0,"None",0,0,22.2,26.7,17.8,190,190,32,37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37377,441490,36912,NA,605
"2014-07-31","Thursday",FALSE,"2014-07",2014,"July","07-31",FALSE,19.1,0,"None",0,0,23.3,27.8,18.3,180,180,37,41.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35458,453515,41543,NA,626
"2014-08-01","Friday",FALSE,"2014-08",2014,"August","08-01",FALSE,13,0,"None",0,0,23.9,27.8,21.7,160,150,29.1,37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32654,453428,50016,NA,667
"2014-08-02","Saturday",FALSE,"2014-08",2014,"August","08-02",TRUE,13.3,10,"Slight",0,0,21.7,24.4,18.3,20,30,29.1,38.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26784,440096,56690,NA,540
"2014-08-03","Sunday",FALSE,"2014-08",2014,"August","08-03",TRUE,7.6,2,"Slight",0,0,21.1,25.6,18.9,140,140,16.3,20.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25276,397765,47490,NA,476
"2014-08-04","Monday",FALSE,"2014-08",2014,"August","08-04",FALSE,15.8,0,"None",0,0,23.9,27.2,21.1,180,190,33.8,38.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33822,392871,34874,NA,589
"2014-08-05","Tuesday",FALSE,"2014-08",2014,"August","08-05",FALSE,13.7,0,"None",0,0,25,29.4,21.1,350,350,29.1,35.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34392,422243,36032,NA,606
"2014-08-06","Wednesday",FALSE,"2014-08",2014,"August","08-06",FALSE,14.4,0,"None",0,0,25,29.4,21.7,360,360,38.5,48.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36336,439508,38179,NA,562
"2014-08-07","Thursday",FALSE,"2014-08",2014,"August","08-07",FALSE,17.6,0,"None",0,0,25,30,19.4,350,340,38.5,50.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36362,446629,41156,NA,585
"2014-08-08","Friday",FALSE,"2014-08",2014,"August","08-08",FALSE,10.4,0,"None",0,0,23.3,28.9,18.3,350,360,25.9,33.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34073,445799,47051,NA,601
"2014-08-09","Saturday",FALSE,"2014-08",2014,"August","08-09",TRUE,11.9,0,"None",0,0,24.4,30,18.9,210,210,24.1,29.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31636,420314,55995,NA,538
"2014-08-10","Sunday",FALSE,"2014-08",2014,"August","08-10",TRUE,11.5,0,"None",0,0,25.6,30.6,20,190,200,22.7,25.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26749,372124,46793,NA,512
"2014-08-11","Monday",FALSE,"2014-08",2014,"August","08-11",FALSE,12.6,0,"None",0,0,24.4,28.9,19.4,160,160,22.7,27.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33664,377494,33849,NA,604
"2014-08-12","Tuesday",FALSE,"2014-08",2014,"August","08-12",FALSE,24.5,9,"Slight",0,0,24.4,26.7,22.2,120,120,51.5,64.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26261,413297,36215,NA,491
"2014-08-13","Wednesday",FALSE,"2014-08",2014,"August","08-13",FALSE,22.7,74,"Heavy",0,0,23.9,29.4,20,130,130,56.5,65.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27977,434391,38164,NA,572
"2014-08-14","Thursday",FALSE,"2014-08",2014,"August","08-14",FALSE,20.5,0,"None",0,0,22.8,26.7,18.3,240,250,33.8,40.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35154,439289,39879,NA,625
